Município,CNES,Nome da UBS,Calendário vacinal afixado em local visível,Há controle de acesso por meio de chave ou senha à área das vacinas,A sala de vacina é utilizada exclusivamente para este fim,Marque quais dos itens abaixo estão FALTANDO na sala de vacina inspecionada,Materiais perfurocortantes são descartados adequadamente,As seringas e agulhas estão em recipientes fechados e limpos,Sala de vacina climatizada,Sala de vacina dispõe de paredes e pisos laváveis e de fácil higienização,O equipamento de refrigeração está susceptível à luz solar direta,Como é registrada a data de abertura do frasco em vacinas multidose,Foi verificada a falta de quais vacinas listadas abaixo,Existem caixas térmicas/isopores sendo utilizadas para outras finalidades,A temperatura interna das caixas térmicas/isopor com vacinas está sendo monitorada continuamente,Tipos de equipamentos utilizados para estocagem das vacinas,Equipamento de armazenamento exclusivo para as vacinas,Tomada elétrica é exclusiva do equipamento,Equipamento mal conservado ou com problemas de funcionamento,Mnutenção dentro da data de validade,Painel de exibição de temperatura funcional,Temperatura interna do equipamento está sendo monitorada por termômetro,Temperatura no painel do equipamento entre 2°C e 8°C,Mecanismo de proteção contra queda de energia,Anotações diárias da temperatura em formulário próprio,Houve alteração anormal da temperatura do equipamento que armazena as vacinas,Como é feito o registro da vacinação,Controle pela ESF do acompanhamento das crianças de 0-1 ano de idade com vacinação em atraso,Agentes da ESF realizaram busca ativa de crianças de 0-1 ano com vacinação em atraso em abril/2023,Quantitativo de crianças de 0-1 ano de idade cadastradas na UBS,Quantitativo de crianças de 0-1 ano de idade com calendário vacinal em atraso em abril/2023,Documentos da última supervisão realizada pela Gestão de saúde municipal nas salas de vacinação,Documentos da última manutenção nos equipamentos de refrigeração,Documentos da designação formal do responsável técnico,Cobertura Vacinal
Lagoa de Itaenga,2712598,POSTO DE SAUDE DA FAMILIA SALINAS,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,1.0,0,1,0.8687999999999999
Palmares,907847,Miguel Ângelo (Manoel da Silva Filho),0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
Palmares,907855,Newton Carneiro II,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0.5,0,1.0,1,0,1,0,0.0,0,1,0.71505
Nazaré da Mata,6387500,PSF TAMATAÚPE,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1.0,0,1.0,0,0,1,1,0.0,0,0,0.7769750000000001
Lagoa de Itaenga,2712555,POSTO DE SAUDE DA FAMILIA PROGRESSO,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,1,1.0,0,1,0.8687999999999999
Palmares,106143,Quilombo II,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
Limoeiro,2350513,Virgilio Lapenda,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,0.95505
Barra de Guabiraba,9277579,PFS VI EROTIDES VITURINA DE MOURA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0.5,0,1.0,1,0,1,1,1.0,1,1,0.9487749999999999
Cabrobó,3003728,PSF ALEXANDRINA DE SOUZA BARBOSA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,0.0,0,0,0.997275
Palmares,2315408,Newton Carneiro I,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0.5,1,0.5,1,0,1,0,0.0,0,1,0.71505
Barra de Guabiraba,2630567,PFS II NOVA ESPERANÇA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,0,1.0,0,1,1,0,1.0,1,1,0.9487749999999999
Limoeiro,2350548,Emereciana Wanderley do Rego,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,0.95505
Cabrobó,5877407,PSF MARIA DO SOCORRO DOS SANTOS,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,0.0,0,0,0.997275
Palmares,2315440,Santo Onofre I (Aureliano Domingos),1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
Bezerros,2344068,Unidade de Saúde da Gameleira,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,1.0,1,1,0.634225
Barra de Guabiraba,2714086,PSF III MARIA AUXILIADORA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,0,1.0,1,0,1,1,1.0,1,1,0.9487749999999999
Nazaré da Mata,2636352,PSF DO SÍTIO NOVO,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,1,0.0,0,0,0.7769750000000001
Bezerros,2344084,Unidade de Saúde do Salgado (Irmã Júlia),1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0.5,0,0.0,1,0,1,0,1.0,1,1,0.634225
Cabrobó,5064732,PSF DEOCLECIO PIRES DA SILVA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,0.0,0,0,0.997275
Petrolina,214752,Juvêncio Antônio Gama Filho - Vila Marcela,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,0.0,0,0,0.8169249999999999
Bezerros,7729545,Unidade de Saúde do São Rafael,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,0,0.5,1,0,1,0,1.0,1,1,0.634225
Palmares,3854213,Santo Antônio II,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
Camutanga,2636204,UBS Alto Santa Terezinha,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,1.0,1,1,1.0806499999999999
Nazaré da Mata,2703637,PSF DA VILA JK,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,0,0,0.7769750000000001
Lagoa de Itaenga,2712512,POSTO DE SAUDE DA FAMILIA NOVA ITAENGA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,1,0,1,0,1.0,0,1,0.8687999999999999
Araripina,2635216,CENTRO DE SAUDE DR JOSE ARAUJO LIMA,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,0,1.0,1,0,0.868725
Bezerros,2344203,Unidade de Saúde de Serra Negra,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0.5,1,0.5,1,1,1,1,1.0,1,1,0.634225
Palmares,2315491,Sindicalista José Hélio Cavalcanti,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,1,0,1,0,0.0,0,1,0.71505
Barra de Guabiraba,5056721,PSF MARIA DE LOURDES,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,0,1.0,1,0,1,0,1.0,1,1,0.9487749999999999
Bezerros,2344211,Unidade de Saúde do Sítio dos Remédios,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0.5,0,1.0,1,1,1,1,1.0,0,1,0.634225
Camutanga,2636212,Mini Posto,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,1.0,1,1,1.0806499999999999
Palmares,2706733,Santo Antônio I,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0.5,0,1.0,1,0,1,0,0.0,0,1,0.71505
Araripina,6339751,ESF VILA S MARIA I,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,1,0,0.868725
Pombos,6443257,PSF PEDRO BARBOSA DA SILVA,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,0,1,1,1.0,0,1,0.7016
Nazaré da Mata,2636301,PSF SERTÃOZINHO,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,1,1.0,1,0,1,1,0.0,0,0,0.7769750000000001
Barra de Guabiraba,6681956,PSF CARANGUEJO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.5,0,1.0,1,0,1,1,1.0,1,1,0.9487749999999999
Araripina,2635305,ESF CAVALETE I,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,0,0.0,1,0,0.868725
Palmares,907901,Novo Horizonte (Elias Rodrigues),1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
Vertente do Lério,2036530,UBS Tambor de Cima,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,0,1,0,1.0,0,1,0.870625
Barra de Guabiraba,2630583,PFSI JOSÉ MARCOLINO DO NASCIMENTO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,1,1.0,1,0,1,0,1.0,1,1,0.9487749999999999
Vertente do Lério,2352079,UBS Vertente do Lério (Centro),1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,1.0,0,1,0.870625
Cabrobó,6766986,PSF MANOEL HONORIO DA SILVA,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,0.0,0,0,0.997275
Itapissuma,2637979,USF Camboa,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0.5,0,1.0,0,0,1,0,1.0,0,1,0.47695
Vertente do Lério,3532224,UBS Mestre Lino,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,1,1.0,1,0,1,0,1.0,0,1,0.870625
Palmares,3854221,Antônio Madeira,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
Vertente do Lério,2352060,UBS Gambá,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,1,1,1,1,1.0,0,1,0.870625
Palmares,2315548,Engenho Couceiro,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
Palmares,2315394,Serro Azul,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
Nazaré da Mata,7612788,PSF PARAÍSO,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0.5,0,1.0,0,0,1,1,0.0,0,0,0.7769750000000001
Palmares,2315009,Pirangy,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
Palmares,2315475,Nova Palmares,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0.5,1,0.5,1,0,1,0,0.0,0,1,0.71505
Pombos,2432749,PSF SEVERINA PEDROSO DA CUNHA,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,0,1,1,1.0,0,1,0.7016
Araripina,6896863,ESF COHAB I,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,1,1.0,0,1,1,0,1.0,1,0,0.868725
Araripina,6339743,ESF ALTO B VISTA II,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,0,1.0,1,0,0.868725
Araripina,2635348,ESF ALTO B VISTA I,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,0,0.0,1,0,0.868725
Parnamirim,3653897,UBS LEONDIDAS DE GOUVEIA FALCAO,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.5,0,0,0.88555
Pombos,2432838,PSF SEBASTIAO APOLINARIO DA SILVA,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,0,1.0,1,0,1,1,1.0,0,1,0.7016
Araripina,2635224,ESF SANTA BARBARA I,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,0,0.0,1,0,0.868725
Tupanatinga,2633493,POVOADO CABO DO CAMPO,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,1.17315
Nazaré da Mata,2636247,PSF ALTO DA BOA VISTA,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,0,0,0.7769750000000001
Tupanatinga,6033156,SANTA CLARA,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,1.17315
Parnamirim,2714779,Geraldo de Miranda Granja (COHAB),1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,0.5,0,0,0.88555
Pombos,2432714,PSF ANTONIO BANDEIRA,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,1,1.0,0,1,0.7016
Araripina,2635291,ESF GERGELIM I,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,1,0,0.868725
Tupanatinga,9996133,ALTO DA BOA VISTA,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,1.17315
Araripina,2635283,ESF NASCENTE I,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,1,0,0.868725
Parnamirim,2714809,USF JACARE,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.5,0,0,0.88555
Pombos,2432811,PSF HILDEBRANDO FERREIRA DA SILVA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,1,0,1,1,1.0,0,1,0.7016
Araripina,2635321,ESF LAGOA DO BARRO I,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,1,1.0,1,0,0.868725
Araripina,2881284,ESF VILA CONCEICAO I,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,0.0,1,0,0.868725
Parnamirim,2714817,USF MATIAS,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.5,0,0,0.88555
Parnamirim,965952,UBS ARAPUA,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.5,0,0,0.88555
Pombos,425621,USB CENTRO,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,1,0,1,1,1.0,0,1,0.7016
Parnamirim,2714744,USF ICAICARA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.5,0,0,0.88555
Parnamirim,2712981,USF BARRO,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,0.5,0,0,0.88555
Ouricuri,5496764,USF NOSSA SENHORA DO CARMO,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,0,1,1,0.0,1,0,0.811925
Pombos,2432757,PSF NOSSA SENHORA DO CARMO,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,1,0,1,1,1.0,0,1,0.7016
Gameleira,5034949,UNIDADE DE SAUDE DA FAMILIA GOV MIGUEL ARRAES DE ALENCAR,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.0,1,1.0,0,0,1,0,1.0,0,0,0.8921000000000001
Parnamirim,6933939,USF ADAUTO DE SA COSTA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,0,0.5,0,0,0.88555
Gameleira,2435497,UNIDADE DE SAUDE DA FAMILIA DE FREI GONDIM,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0,1,1.0,0,0,1,0,1.0,0,0,0.8921000000000001
Santa Terezinha,3567869,USF Vila Maria Lica,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,0.0,0,1,1.364075
Tupanatinga,3566455,BAIRRO NOVO HORIZONTE,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,1.17315
Tupanatinga,3566463,BAIRRO DO FUNDEC,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,1.17315
Gameleira,2435462,UNIDADE DE SAUDE DA FAMILIA DE CUIAMBUCA,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1.0,1,1.0,0,0,1,0,1.0,0,0,0.8921000000000001
Tupanatinga,989800,CURRAL NOVO,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,1.17315
Lagoa dos Gatos,2353962,UBS-Josefa Nunes da Silva,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,0.657425
Lagoa dos Gatos,100781,UBS- Maria do Amparo Morais Pereira,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.657425
Santa Terezinha,9405615,USF Luan de Morais Alves,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,1,0.0,0,1,1.364075
Pedra,2633329,USF CEL LOURENCO TENORIO,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,1,1.0,1,1,0.87725
Pedra,2633264,USF DEILZA ALVES DE ALMEIDA,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,1,1.0,1,1,0.87725
Lagoa dos Gatos,2713403,ESF-COMPESA,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.657425
Lagoa dos Gatos,279064,UBS- Otília Soares Monteiro,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.657425
Salgueiro,2634619,Unidade da Família do Planalto,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,0,0,0.8730500000000001
Jucati,7625170,ESF Otacílio Lourenço da Silva,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,0,1,1.03635
Joaquim Nabuco,5276403,Edmundo Barcelos,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,0,1,0.9743999999999999
Joaquim Nabuco,3481018,Cuiabá,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,0,1,0.9743999999999999
Joaquim Nabuco,2433508,Maria de Lourdes,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,0,1,0.9743999999999999
Jucati,2632772,ESF Tenório Bernardo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,0,1,1.03635
Joaquim Nabuco,7535538,Manoel Mendes,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,1,1,0,1.0,0,1,0.9743999999999999
Joaquim Nabuco,3480992,Engenho Bento,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,0,1.0,1,1,1,0,1.0,0,1,0.9743999999999999
Condado,2637111,UNIDADE DE SAUDE DA FAMILIA NOVO TEMPO,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,1,0,0.9334749999999999
Recife,22187,US 232 UFS ILHA SANTA TEREZINHA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,1,0,0.6775
Recife,7415788,US 394 UFS UPINHA 24H DR. MOACYR ANDRÉ GOMES,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,1,0,0.6775
São Vicente Férrer,2352036,Chã do Esquecido,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,0.997025
Recife,3302032,US 309 USF PONTO DE PARADA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,1,1.0,1,0,0.6775
Belo Jardim,2436396,UBS COHAB I 02 NOSSA SENHORA DA SAÚDE,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,0.5,1,1,1,1,0.0,1,0,0.930375
Nazaré da Mata,2636336,PSF COSTA PORTO,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,0,1,1,0.0,0,0,0.7769750000000001
Primavera,2637375,POSTO DE SAUDE DA FAMILIA JOSE FERNANDO DA SILVA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,0,1.0,0,0,1,1,1.0,0,1,0.6867750000000001
Recife,3862836,US 334 UFS CABANGA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,0,1,1,1.0,1,0,0.6775
Primavera,2637405,POSTO DE SAUDE DA FAMILIA DAMIAO BEZERRA GOMES,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,0,1.0,0,0,1,1,1.0,0,1,0.6867750000000001
Recife,28673,US 279 UFS PASSARINHO ALTO,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,1,0,0.6775
Primavera,960683,UBS MAURICIO BEZERRA DE BARROS NETO,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1.0,0,1.0,0,0,1,1,1.0,0,1,0.6867750000000001
Nazaré da Mata,2636344,PSF CENTRO,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,0,1,1,0.0,0,0,0.7769750000000001
São Vicente Férrer,2352044,Nilton Claudino de Oliveira,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.997025
Primavera,2637383,POSTO DA SAUDE DA FAMILIA HEROTILDES PEREIRA DE LIRA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,1,1.0,0,1,0.6867750000000001
Recife,28045,US 257 UFS GILBERTO FREIRE,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,0,0.6775
Belo Jardim,5488885,UBS PONTILHÃO,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,0.5,1,1,1,0,0.0,1,0,0.930375
Primavera,2637413,POSTO DE SAUDE DA FAMILIA ANGELA MARIA SILVA DOS SANTOS,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,1,1.0,0,1,0.6867750000000001
Recife,2097,US 183 USF SÍTIO DOS MACACOS,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,0,0,1,1,1.0,1,0,0.6775
Recife,1058,US 121 CS PROF. BRUNO MAIA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,1,0,0.6775
Belo Jardim,2436345,POLICLÍNICA PADRE JOSÉ MIGUEL LAGOA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0,0.0,1,0,0.930375
São Vicente Férrer,2352052,Davi Ribeiro de Moura,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,0.997025
Recife,22373,US 224 USF CARANGUEJO,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1.0,1,0,1,1,1.0,1,0,0.6775
Orocó,2634775,PSF MIGUEL MANOEL PEREIRA,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,0,0.0,0,0,0.781375
Pedra,2633272,USF JOANA CORDEIRO DA SILVA,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,0,1.0,1,0,1,1,1.0,1,1,0.87725
Poção,3315150,USF MARIA DE LOURDES CORDEIRO AGUIAR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.899375
